Date,Closing price,,Compounded return,St Dummy
12/30/2022,31604.54,,-0.0235153831883623,1
11/30/2022,32356.54,,0.0628332010297626,1
10/31/2022,30386.03,,0.0468295572663054,0
9/30/2022,28995.87,,-0.0694551982704775,0
8/31/2022,31081.37,,-0.0272690104294713,0
7/29/2022,31940.59,,0.0718975826389664,0
6/30/2022,29724.75,,-0.0767143027084509,0
5/31/2022,32094.81,,-0.00077677091469631,0
4/29/2022,32119.75,,-0.00070336951116558,1
3/31/2022,32142.35,,0.0210568314799064,1
2/28/2022,31472.61,,-0.0823264083885021,1
1/31/2022,34173.28,,-0.0511172056486728,1
12/30/2021,35965.54,,0.0475640195571231,1
11/30/2021,34294.92,,-0.0241231277180405,1
10/29/2021,35132.28,,0.0186611669694126,0
9/30/2021,34482.75,,-0.0546940202106777,0
8/31/2021,36421.28,,0.00973497446373062,0
7/30/2021,36068.44,,0.0513915918854739,0
6/30/2021,34261.65,,0.0253117834748268,0
5/31/2021,33405.31,,0.0177227933101418,0
4/30/2021,32818.49,,0.0469951365576912,1
3/31/2021,31311.86,,0.0334411513266836,1
2/26/2021,30282.07,,0.00981917933175994,1
1/29/2021,29986.18,,0.0207291563484019,1
12/30/2020,29370.99,,0.0150505626067025,1
11/30/2020,28932.25,,0.112660602395124,1
10/30/2020,25849.63,,-0.0409126841624359,0
9/30/2020,26929.14,,-0.00399436769340631,0
8/31/2020,27036.92,,0.0612391557288358,0
7/31/2020,25430.88,,0.0404597545463938,0
6/30/2020,24422.49,,0.00138246868441423,0
5/29/2020,24388.75,,0.069808714860985,0
4/30/2020,22744.27,,0.0996291500372276,1
3/31/2020,20587.5,,-0.173207492242252,1
2/28/2020,24480.86,,-0.0630796604876541,1
1/31/2020,26074.85,,0.0218552447500022,1
12/30/2019,25511.16,,0.0399454586500397,1
11/29/2019,24512.19,,-0.00267142415077056,1
10/31/2019,24577.76,,0.00578696959356867,0
9/30/2019,24435.94,,0.0483482694097633,0
8/30/2019,23282.61,,-0.0191580693079575,0
7/31/2019,23732.96,,-0.0115185600916042,0
6/28/2019,24007.91,,0.0393584272502863,0
5/31/2019,23081.35,,-0.0515682838150997,0
4/30/2019,24302.84,,0.0192527029032991,1
3/29/2019,23839.42,,0.00623853026187112,1
2/28/2019,23691.16,,0.0225181748947693,1
1/31/2019,23163.64,,0.0785996039402918,1
12/28/2018,21412.7,,-0.034410248026918,1
11/30/2018,22162.34,,-0.031236959079955,1
10/31/2018,22865.55,,-0.0922407204027816,0
9/28/2018,25075.02,,-0.00744261775655494,0
8/31/2018,25262.34,,0.020450877094972,0
7/31/2018,24750.95,,0.00961867333747713,0
6/29/2018,24514.02,,-0.0117500558031223,0
5/31/2018,24803.76,,0.0154236765302008,0
4/30/2018,24424.13,,0.0572882119426628,1
3/29/2018,23064.24,,-0.0183982808335345,1
2/28/2018,23492.51,,0.0238283063616087,1
1/31/2018,22939.34,,0.025546598029708,1
12/29/2017,22360.74,,0.000893929793430738,1
11/30/2017,22340.76,,-0.0225212366028474,1
10/31/2017,22849.61,,0.00307699158943476,0
9/29/2017,22779.41,,0.018641997962872,0
8/31/2017,22358.69,,0.00232932292589167,0
7/31/2017,22306.67,,-0.0111481757594555,0
6/30/2017,22556.74,,-0.00974851354588995,0
5/31/2017,22777.71,,0.026697401186505,0
4/28/2017,22177.65,,0.0487802894117949,1
3/31/2017,21121.78,,0.0315441604721905,1
2/28/2017,20465.91,,0.0293004303035547,1
1/31/2017,19874.95,,-0.0166199053536426,1
12/30/2016,20208.03,,0.0540447332130688,1
11/30/2016,19144.88,,0.00607854285338373,1
10/31/2016,19028.86,,-0.0279485145266983,0
9/30/2016,19568.19,,0.0274163068901175,0
8/31/2016,19038.99,,0.00410896288131756,0
7/29/2016,18960.92,,0.0561406765290495,0
6/30/2016,17925.77,,-0.00892480260450212,0
5/31/2016,18086.47,,0.0273459279608951,0
4/29/2016,17598.58,,0.000338721047135948,1
3/31/2016,17592.62,,0.0238069231516112,1
2/29/2016,17178.74,,-0.0511824535737071,1
1/29/2016,18080.88,,-0.0300893728097342,1
12/30/2015,18633.19,,-0.0248512599804151,1
11/30/2015,19102.05,,0.049119947550137,1
10/30/2015,18186.43,,0.0881045471513555,0
9/30/2015,16652.68,,-0.0332889301068275,0
8/31/2015,17216.36,,-0.0854109882182694,0
7/31/2015,18751.45,,0.0437065948947148,0
6/30/2015,17949.54,,-0.038720167963527,0
5/29/2015,18658.18,,0.0138117160807705,0
4/30/2015,18402.25,,-0.0370337034072139,1
3/31/2015,19096.53,,0.0210665452341399,1
2/27/2015,18698.44,,0.0564048758915899,1
1/30/2015,17672.95,,0.0856674928280486,1
12/30/2014,16221.99,,-0.0177450958210107,1
11/28/2014,16512.42,,0.0345198355122154,1
10/31/2014,15952.14,,-0.00363552801716297,0
9/30/2014,16010.24,,0.0040869800072688,0
8/29/2014,15944.94,,0.00759164458278697,0
7/31/2014,15824.35,,5.87719134882942E-05,0
6/30/2014,15823.42,,-0.00141967075867983,0
5/30/2014,15845.9,,0.0401302829982714,0
4/30/2014,15222.59,,0.0232242795407089,1
3/31/2014,14873.13,,-0.0129440555325454,1
2/28/2014,15066.9,,0.0708270937968386,1
1/31/2014,14036.67,,-0.0426545101547375,1
12/30/2013,14648.35,,0.0026673354233527,1
11/29/2013,14609.33,,0.0304585088775855,1
10/31/2013,14171.06,,0.0355630411021881,0
9/30/2013,13675.95,,0.0935102439138347,0
8/30/2013,12455.08,,0.0227118705069372,0
7/31/2013,12175.39,,0.0361210629594026,0
6/28/2013,11743.45,,-0.0531645865502006,0
5/31/2013,12384.68,,0.0170969113961325,0
4/30/2013,12174.74,,0.0220672173179061,1
3/28/2013,11909.02,,-0.000305603973215062,1
2/28/2013,11912.66,,0.0279587362277158,1
1/31/2013,11584.21,,0.0447892302030557,1
12/28/2012,11076.81,,0.0228532066794865,1
11/30/2012,10826.54,,0.0301806068585581,1
10/31/2012,10504.67,,0.00939603586256246,0
9/28/2012,10406.43,,0.024762019203855,0
8/31/2012,10151.91,,0.0207417880755459,0
7/31/2012,9943.51,,0.0294565900391489,0
6/29/2012,9654.88,,0.0173587084224373,0
5/31/2012,9488.73,,-0.118920463802516,0
4/30/2012,10686.97,,-0.0399556301912477,1
3/30/2012,11122.62,,-1.70821602462937E-05,1
2/29/2012,11122.81,,0.0623299498022863,1
1/31/2012,10450.69,,0.0737455295752845,1
12/30/2011,9707.73,,-0.040269168767272,1
11/30/2011,10106.63,,-0.026991692678199,1
10/31/2011,10383.14,,0.0836160046488693,0
9/30/2011,9550.25,,-0.0900882333312812,0
8/31/2011,10450.56,,-0.0650637138996873,0
7/29/2011,11153.12,,-0.0870623330318356,0
6/30/2011,12167.66,,-0.0599886939615452,0
5/31/2011,12919.92,,-0.043491880287575,0
4/29/2011,13494.23,,0.0198938852774348,1
3/31/2011,13228.43,,0.0195496738655104,1
2/28/2011,12972.33,,-0.041319637845858,1
1/31/2011,13519.57,,0.0162118373189925,1
12/30/2010,13302.16,,0.0801239007914118,1
11/30/2010,12277.92,,-0.0218041875976445,1
10/29/2010,12548.57,,0.018973028335769,0
9/30/2010,12312.73,,0.0834364847231018,0
8/31/2010,11327.09,,-0.0165306189728783,0
7/30/2010,11515.89,,0.0600153777769669,0
6/30/2010,10845.09,,-0.0375654938720174,0
5/31/2010,11260.24,,-0.0643184749758394,0
4/30/2010,12008.28,,-0.0335997421307034,1
3/31/2010,12418.61,,0.107665180435418,1
2/26/2010,11151.02,,-0.00344397133495919,1
1/29/2010,11189.49,,0.0377296036909854,1
12/30/2009,10775.18,,0.0560711019649461,1
11/30/2009,10187.63,,0.0251043239810573,1
10/30/2009,9935.06,,-0.0670277932973097,0
9/30/2009,10623.81,,0.0219382650842052,0
8/31/2009,10393.28,,0.0800215403739347,0
7/31/2009,9594,,0.0266186114351253,0
6/30/2009,9341.99,,-0.0322406766547828,0
5/29/2009,9648.09,,0.0325415143454835,0
4/30/2009,9339.18,,0.232152139173421,1
3/31/2009,7404.34,,0.0623869654759794,1
2/27/2009,6956.52,,-0.148153139704779,1
1/30/2009,8067.41,,-0.0566181661870168,1
12/30/2008,8537.35,,-0.0356989713493112,1
11/28/2008,8847.63,,-0.0946952395956657,1
10/31/2008,9726.41,,-0.119065203545989,0
9/30/2008,10956.25,,-0.203535519116262,0
8/29/2008,13429.39,,0.00262530455289366,0
7/31/2008,13394.18,,-0.0113212146028251,0
6/30/2008,13546.68,,-0.131622832232,0
5/30/2008,15452.4,,0.015204571259047,0
4/30/2008,15219.23,,0.0151484294254445,1
3/31/2008,14990.42,,-0.072663054226924,1
2/29/2008,16120.22,,0.0137640804720591,1
1/31/2008,15899.86,,-0.0977699524972184,1
12/28/2007,17532.92,,-0.0265353603958,1
11/30/2007,18004.39,,-0.0503689815563969,1
10/31/2007,18934.48,,0.0196343347499794,0
9/28/2007,18566.34,,0.05458154568311,0
8/31/2007,17580.12,,0.0311236273280556,0
7/31/2007,17041.39,,-0.00582874707703912,0
6/29/2007,17141.01,,-0.00850696680221377,0
5/31/2007,17287.45,,0.0633782367232982,0
4/30/2007,16225.8,,0.0580669662086737,1
3/30/2007,15310.45,,0.050456067735526,1
2/28/2007,14557.11,,-0.00611025807832497,1
1/31/2007,14646.33,,0.0435850888908029,1
12/29/2006,14021.68,,0.0401256075012794,1
11/30/2006,13470.19,,0.00610387990194425,1
10/31/2006,13388.22,,0.0383664760869382,0
9/29/2006,12884.29,,-0.00485845083718482,0
8/31/2006,12947.04,,0.0362543685805109,0
7/31/2006,12486.06,,-0.00381776875108205,0
6/30/2006,12533.82,,-0.0175915407440405,0
5/31/2006,12756.26,,-0.0769000089624271,0
4/28/2006,13775.92,,0.0135010875235073,1
3/31/2006,13591.18,,0.0816049888132968,1
2/28/2006,12526.12,,0.0503209789253007,1
1/31/2006,11911.39,,0.0343231727496377,1
12/30/2005,11509.49,,0.0561583586634094,1
11/30/2005,10880.95,,0.0260916304528749,1
10/31/2005,10600.72,,-0.0447349681962899,0
9/30/2005,11085.71,,0.0673437159897215,0
8/31/2005,10363.74,,0.00049318684142564,0
7/29/2005,10358.63,,0.0154587393530617,0
6/30/2005,10199.73,,0.0352594056127437,0
5/31/2005,9846.36,,0.0721323102159612,0
4/29/2005,9161.13,,0.00617657315010699,1
3/31/2005,9104.72,,-0.00281325915222653,1
2/28/2005,9130.37,,0.056330428708227,1
1/31/2005,8630.27,,0.0137307214411555,1
12/30/2004,8512.58,,-0.0237897244251001,1
11/30/2004,8717.52,,0.0471882969479374,1
10/29/2004,8315.71,,0.0543111000315353,0
9/30/2004,7876.12,,0.0635074112766794,0
8/31/2004,7391.48,,0.00219954147534498,0
7/30/2004,7375.24,,-0.0767075081465525,0
6/30/2004,7963.24,,0.0450233013382894,0
5/31/2004,7612.66,,-0.0260595533521266,0
4/30/2004,7813.65,,-0.148455971590905,1
3/31/2004,9064.16,,-0.0169524972089734,1
2/27/2004,9219.13,,0.0474896401316498,1
1/30/2004,8791.55,,0.105247408389363,1
12/30/2003,7913.29,,-0.0494549485981244,1
11/28/2003,8314.48,,0.0280363187178561,1
10/31/2003,8084.61,,0.0960037128072652,0
9/30/2003,7344.55,,-0.0678827707423245,0
8/29/2003,7860.43,,0.0774634808244782,0
7/31/2003,7274.52,,0.00608070572963082,0
6/30/2003,7230.42,,-0.0167160636741971,0
5/30/2003,7352.3,,-0.00318982568921497,0
4/30/2003,7375.79,,0.143147984421932,1
3/31/2003,6392.05,,0.0111997558605861,1
2/28/2003,6320.86,,-0.0400928405945066,1
1/31/2003,6579.43,,-0.102975095590157,1
12/30/2002,7293.06,,-0.164049145493617,1
11/29/2002,8593.21,,0.111186822729371,1
10/31/2002,7688.96,,0.159392670429879,0
9/30/2002,6556.08,,-0.0588925332473355,0
8/30/2002,6953.78,,0.031189864018146,0
7/31/2002,6740.24,,-0.127417632247201,0
6/28/2002,7656.18,,-0.0449740798956993,0
5/31/2002,8008.37,,-0.0727947333072904,0
4/30/2002,8613.08,,-0.170896295106933,1
3/27/2002,10218.28,,0.0131181945212411,1
2/28/2002,10085.11,,-0.0366016251500819,1
1/31/2002,10461.08,,-0.0370488495238332,1
12/28/2001,10855.92,,0.0670368678181952,1
11/30/2001,10152.03,,0.090383422533552,1
10/31/2001,9274.7,,0.202480476866868,0
9/28/2001,7574.67,,-0.0278243772076995,0
8/31/2001,7788.39,,-0.223385163849247,0
7/31/2001,9737.84,,-0.0614144355315098,0
6/29/2001,10354.63,,-0.18263730769712,0
5/31/2001,12429.48,,-0.0560183136261937,0
4/30/2001,13145.63,,0.25659112831429,1
3/30/2001,10170.57,,0.0448898870804343,1
2/28/2001,9724.11,,-0.313042878305369,1
1/31/2001,13298.5,,-0.162698896007647,1
12/29/2000,15648.11,,-0.00407970032873681,1
11/30/2000,15712.08,,-0.0265126389731473,1
10/31/2000,16134.22,,0.0298347073699797,0
9/29/2000,15659.97,,-0.079919062893484,0
8/31/2000,16962.87,,0.0137844711404663,0
7/31/2000,16730.65,,-0.0871265282682549,0
6/30/2000,18253.72,,-0.0372925462928017,0
5/31/2000,18947.3,,-0.112686850073709,0
4/28/2000,21207.36,,0.0652660804197057,1
3/31/2000,19867.44,,0.029328990281628,1
2/29/2000,19293.21,,0.083864729521902,1
1/31/2000,17741.18,,0.0279911337786796,1
12/30/1999,17251.47,,0.257505949510443,1
11/30/1999,13334.99,,0.219485268870743,1
10/29/1999,10707.09,,0.158709755990369,0
9/30/1999,9135.76,,0.0363656982177762,0
8/31/1999,8809.5,,-0.00905361930676968,0
7/30/1999,8889.62,,-0.0163046271583584,0
6/30/1999,9035.75,,0.130890308831381,0
5/31/1999,7927.19,,-0.037213964992364,0
4/30/1999,8227.75,,0.0368418973070687,1
3/31/1999,7930.14,,0.122193837714962,1
2/26/1999,7017.99,,-0.0209949565180283,1
1/29/1999,7166.89,,,1
